emp_no,first_name,last_name,title,dept_no,dept_name
104745,Hongzhu,Lichtner,Engineer,d004,Production
104748,Xianlong,Bennet,Senior Staff,d009,Customer Service
104753,Along,Zongker,Technique Leader,d006,Quality Management
104755,Tetsurou,Zschoche,Senior Engineer,d004,Production
104760,Gian,Gulla,Technique Leader,d005,Development
104767,Venkatesan,Hinsberger,Senior Staff,d001,Marketing
104772,Yannik,VanScheik,Staff,d007,Sales
104779,Sergi,Hartvigsen,Senior Engineer,d004,Production
104783,Lech,Mullainathan,Senior Staff,d002,Finance
104785,Przemyslawa,Porotnikoff,Senior Staff,d008,Research
104801,Fatemeh,Hardjono,Senior Staff,d008,Research
104819,Rildo,Granlund,Senior Staff,d001,Marketing
104852,Theirry,Munawer,Senior Engineer,d004,Production
104866,Anestis,Gelosh,Senior Staff,d007,Sales
104870,Nectarios,Peltason,Senior Staff,d007,Sales
104875,Francesca,Schrooten,Senior Engineer,d004,Production
104877,Arif,DasSarma,Senior Staff,d009,Customer Service
104882,Gererd,Asrin,Technique Leader,d004,Production
104894,Phule,Schaft,Senior Staff,d004,Production
104897,Marl,Merks,Engineer,d004,Production
104911,Sanjai,Kruskal,Senior Staff,d001,Marketing
104921,Kellie,Chandrasekhar,Senior Engineer,d004,Production
104929,Radhia,Oppitz,Senior Staff,d002,Finance
104931,Kristin,Delaune,Staff,d007,Sales
104939,Armond,Masamoto,Senior Engineer,d005,Development
104941,Yonghong,Schaap,Senior Engineer,d005,Development
104945,Gro,Polupanov,Senior Engineer,d005,Development
104977,Shounak,Yetim,Engineer,d004,Production
104993,Takahiro,Sluis,Senior Staff,d001,Marketing
105002,Jingling,Millington,Senior Staff,d007,Sales
105033,Takahira,Quadeer,Engineer,d005,Development
105040,Vojin,Erbe,Senior Engineer,d005,Development
105053,Gian,Vernadat,Senior Staff,d003,Human Resources
105060,Manu,Rosin,Senior Staff,d007,Sales
105072,Gennadi,Atchley,Engineer,d004,Production
105075,Kiyotoshi,Keohane,Senior Engineer,d004,Production
105081,Yechezkel,Gyorkos,Senior Engineer,d004,Production
105085,Mamdouh,Bach,Senior Staff,d008,Research
105093,Lalit,Fontet,Senior Staff,d008,Research
105095,Steen,Leppanen,Senior Engineer,d005,Development
105100,Boguslaw,Fabrizio,Engineer,d004,Production
105103,Elvis,Zambonelli,Senior Engineer,d005,Development
105120,Dannz,Litzler,Senior Engineer,d004,Production
105123,Bernd,Schwaller,Senior Staff,d009,Customer Service
105131,Sandeepan,Sidou,Senior Engineer,d004,Production
105143,Tse,Dulli,Senior Engineer,d005,Development
105146,Martins,Katzenelson,Senior Staff,d009,Customer Service
105152,Mikhail,Cesareni,Senior Staff,d009,Customer Service
105162,Heon,Alencar,Senior Staff,d002,Finance
105167,Lillian,Comyn,Senior Staff,d008,Research
105184,Mabo,Luck,Senior Staff,d002,Finance
105202,Susumu,Jording,Senior Staff,d005,Development
105204,Ennio,Schaad,Senior Staff,d007,Sales
105208,Moon,Grospietsch,Senior Engineer,d005,Development
105222,Gaetan,Weiland,Senior Engineer,d004,Production
105223,Jiakeng,Manders,Senior Engineer,d005,Development
105226,Murthy,Menyhert,Staff,d007,Sales
105234,Frederique,Navazio,Senior Engineer,d005,Development
105239,Bartek,Perl,Senior Staff,d001,Marketing
105241,Arra,Ulupinar,Senior Engineer,d005,Development
105259,Mohamadou,Wiegley,Engineer,d005,Development
105261,Domenick,Rullman,Senior Engineer,d008,Research
105264,Chrisa,Simkin,Senior Staff,d007,Sales
105278,Hisao,Gyimothy,Senior Staff,d009,Customer Service
105291,Nagui,Goldhammer,Senior Staff,d009,Customer Service
105296,Conor,Peha,Staff,d007,Sales
105304,Nikolaus,Steinauer,Senior Engineer,d004,Production
105311,Mohammad,Conry,Staff,d002,Finance
105313,Richara,McFarlin,Senior Staff,d003,Human Resources
105319,Tru,Rebaine,Senior Staff,d009,Customer Service
105326,Almudena,Comte,Engineer,d005,Development
105328,Alain,Hoppenstand,Technique Leader,d008,Research
105346,Pradeep,Gluchowski,Senior Engineer,d004,Production
105357,Martien,Billawala,Senior Engineer,d005,Development
105365,Iara,Backhouse,Senior Engineer,d006,Quality Management
105388,Sarita,Lorch,Senior Engineer,d005,Development
105391,Vidya,Peac,Engineer,d004,Production
105396,Sajjan,Strehl,Senior Staff,d007,Sales
105401,Babette,Anguita,Engineer,d005,Development
105406,Hongzhu,Viele,Senior Staff,d009,Customer Service
105408,Adit,Gihr,Senior Engineer,d005,Development
105410,Foong,Morton,Senior Engineer,d005,Development
105417,Rajmohan,Matzel,Senior Engineer,d005,Development
105421,Sadun,Schrooten,Senior Staff,d003,Human Resources
105425,Minghong,Peir,Senior Staff,d001,Marketing
105441,Abdelghani,Haldar,Senior Staff,d007,Sales
105466,Shih,Servi,Senior Staff,d003,Human Resources
105485,Magy,Danner,Technique Leader,d004,Production
105489,Jasminko,Sadowski,Senior Staff,d007,Sales
105498,Shuzo,Kohling,Senior Engineer,d006,Quality Management
105515,Mototsugu,Kandlur,Senior Engineer,d004,Production
105521,Toshiko,Hofman,Senior Staff,d007,Sales
105532,Christophe,Sluis,Senior Engineer,d005,Development
105533,Zijian,Falby,Senior Engineer,d006,Quality Management
105541,Otmar,Gils,Technique Leader,d004,Production
105543,True,Fabrizio,Senior Engineer,d005,Development
105544,Feiyu,Mitsuhashi,Senior Engineer,d005,Development
105546,Dhritiman,Coombs,Senior Engineer,d005,Development
105560,Dmitri,Zeleznik,Senior Engineer,d005,Development
105561,Mariangiola,Baja,Senior Engineer,d004,Production
105564,Jaihie,Parhami,Senior Engineer,d004,Production
105572,Vivian,Haldar,Senior Staff,d007,Sales
105581,Rasikan,Hanabata,Senior Engineer,d008,Research
105587,Kwun,Demri,Senior Engineer,d005,Development
105593,Kankanahalli,Liesche,Senior Staff,d003,Human Resources
105595,Gino,Hmelo,Senior Staff,d007,Sales
105601,Shridhar,Skafidas,Senior Staff,d003,Human Resources
105603,Masoud,Sommer,Senior Staff,d007,Sales
105618,Kazunori,Bugaenko,Staff,d008,Research
105633,Dmitry,Androutsos,Engineer,d005,Development
105634,Szabolcs,Mullainathan,Staff,d007,Sales
105637,Remko,Tagansky,Senior Engineer,d005,Development
105662,Jinpo,Hoogerwoord,Senior Staff,d007,Sales
105665,Tonia,Falco,Senior Staff,d007,Sales
105670,Arumugam,Rijsenbrij,Engineer,d005,Development
105674,Lalit,Kropatsch,Senior Engineer,d004,Production
105681,Pranav,Mikschl,Senior Engineer,d005,Development
105682,Kerhong,Juneja,Senior Staff,d001,Marketing
105705,Ghassan,Mellouli,Engineer,d006,Quality Management
105716,Ipke,Milicia,Senior Engineer,d004,Production
105722,Maik,Riefers,Staff,d007,Sales
105726,Jagoda,Randt,Senior Staff,d004,Production
105738,Qiwen,Jenevein,Senior Staff,d001,Marketing
105739,Zine,Journel,Senior Engineer,d004,Production
105766,Boutros,Callaway,Senior Staff,d007,Sales
105776,Lokesh,Chinen,Senior Engineer,d005,Development
105781,Billur,Rousseau,Senior Staff,d001,Marketing
105786,Ymte,Goodrum,Senior Engineer,d004,Production
105789,Qingxiang,Fordan,Senior Staff,d007,Sales
105800,Golgen,Baig,Senior Staff,d007,Sales
105809,Remko,Frolund,Senior Engineer,d004,Production
105810,Subhankar,Shihab,Senior Engineer,d004,Production
105817,Mihalis,Junot,Senior Engineer,d005,Development
105839,Ziyad,Rosca,Senior Engineer,d005,Development
105852,Filipe,Beetstra,Senior Staff,d007,Sales
105860,Heeju,Juneja,Senior Engineer,d005,Development
105876,Eldridge,Junet,Senior Engineer,d004,Production
105878,Dhritiman,Malabarba,Senior Engineer,d009,Customer Service
105884,Arvind,Esposito,Senior Engineer,d004,Production
105886,Stafford,Mitchem,Senior Staff,d007,Sales
105889,Constantino,Blokdijk,Senior Staff,d001,Marketing
105910,Guozhong,Zaccaria,Engineer,d005,Development
105915,Marsal,Pearson,Senior Engineer,d005,Development
105921,Willard,Gubsky,Senior Staff,d007,Sales
105926,Shahid,Mansanne,Senior Staff,d008,Research
105934,Gor,Langford,Senior Staff,d009,Customer Service
105935,Danai,Koshiba,Senior Staff,d008,Research
105965,Djelloul,Kolvik,Staff,d001,Marketing
105981,Bedir,Tyugu,Senior Engineer,d004,Production
105987,Vojin,Geffroy,Senior Staff,d003,Human Resources
105991,Ronnie,Raczkowsky,Senior Engineer,d004,Production
105998,Herb,Sanella,Senior Engineer,d004,Production
106003,Przemyslawa,Kemmerer,Technique Leader,d004,Production
106007,Trygve,Ligten,Technique Leader,d004,Production
106011,Youpyo,Takanami,Senior Staff,d007,Sales
106031,Hein,Peron,Senior Engineer,d004,Production
106040,Atreye,Terekhov,Senior Staff,d003,Human Resources
106042,Jiann,Calkin,Technique Leader,d005,Development
106048,Urs,Schlumberger,Senior Engineer,d005,Development
106049,Tran,Zhang,Senior Staff,d007,Sales
106063,Florian,Baaz,Senior Staff,d001,Marketing
106083,Jacopo,Panangaden,Engineer,d005,Development
106091,Mark,Nittel,Senior Staff,d002,Finance
106095,Zengping,Staelin,Senior Staff,d003,Human Resources
106107,Hidde,Undy,Senior Engineer,d005,Development
106113,Shigenori,Gill,Senior Engineer,d006,Quality Management
106121,Moni,Tiemann,Technique Leader,d004,Production
106132,Yinlin,Schapiro,Senior Engineer,d005,Development
106133,Guadalupe,Heijenga,Senior Staff,d001,Marketing
106161,Rafael,Baba,Senior Engineer,d005,Development
106163,Moto,Marwedel,Senior Engineer,d004,Production
106166,Sahrah,Lukaszewicz,Engineer,d004,Production
106177,Zongyan,DuCasse,Senior Engineer,d006,Quality Management
106186,Gonzalo,Sewelson,Senior Staff,d007,Sales
106187,Kazuyasu,Rassart,Senior Staff,d007,Sales
106190,Rosalyn,Kobuchi,Senior Staff,d001,Marketing
106192,Alejandra,Calkin,Senior Engineer,d008,Research
106197,Geraldo,Ciolek,Engineer,d004,Production
106198,Ayakannu,Uhrig,Senior Staff,d002,Finance
106206,Behnaam,Schlenzig,Senior Engineer,d005,Development
106212,Kristof,Pluym,Senior Engineer,d005,Development
106214,Valdiodio,Demir,Senior Engineer,d005,Development
106222,Shim,Uludag,Senior Engineer,d005,Development
106240,Shen,Ramras,Engineer,d005,Development
106254,Gian,Lowrie,Senior Staff,d007,Sales
106255,Luigi,Furedi,Senior Staff,d007,Sales
106256,Yakichi,Michaeli,Senior Engineer,d004,Production
106278,Chanjung,Nooteboom,Senior Staff,d001,Marketing
106293,Froduald,Schicker,Senior Staff,d007,Sales
106307,Gil,Lunn,Technique Leader,d004,Production
106317,Lein,Busillo,Senior Staff,d008,Research
106319,Jayson,Azulay,Senior Staff,d001,Marketing
106320,Lein,Gils,Senior Staff,d001,Marketing
106331,Fumiko,Lorch,Senior Engineer,d004,Production
106340,Giordano,Plotkin,Assistant Engineer,d006,Quality Management
106346,Perry,Cronan,Engineer,d004,Production
106355,Lena,Schmiedel,Senior Engineer,d008,Research
106364,Bowen,Muhlberg,Senior Staff,d003,Human Resources
106383,Yechezkel,Denny,Senior Staff,d007,Sales
106411,Anyuan,Marletta,Senior Engineer,d006,Quality Management
106417,Kwun,Clouatre,Senior Staff,d001,Marketing
106425,Beshir,Rohrbach,Senior Engineer,d004,Production
106435,Collette,Christ,Senior Staff,d007,Sales
106441,Erzsebet,Narahari,Senior Staff,d001,Marketing
106442,Mihalis,Yeung,Senior Staff,d001,Marketing
106447,Tadanori,Herber,Senior Staff,d007,Sales
106451,Jiong,Tibblin,Senior Staff,d001,Marketing
106457,Toshimitsu,Frezza,Engineer,d005,Development
106462,Chanjung,Decaestecker,Technique Leader,d005,Development
106463,Janalee,Poulakidas,Senior Staff,d004,Production
106465,Nidapan,Guting,Senior Staff,d008,Research
106466,Wayne,Anick,Senior Engineer,d004,Production
106482,Alselm,Selenyi,Senior Staff,d007,Sales
106487,Khalil,Ramsey,Senior Engineer,d004,Production
106504,Tremaine,Panangaden,Technique Leader,d005,Development
106531,Shuky,Eiron,Senior Engineer,d006,Quality Management
106536,Ramachenga,Koblick,Engineer,d004,Production
106547,Quingbo,dAstous,Senior Engineer,d005,Development
106548,Nechama,Masada,Staff,d001,Marketing
106552,Abdulla,Schaap,Senior Engineer,d005,Development
106555,Rosalyn,Gaughan,Engineer,d004,Production
106558,Otilia,Brobst,Senior Engineer,d005,Development
106560,Tsuneo,Baar,Technique Leader,d005,Development
106567,Weiye,Chepyzhov,Senior Engineer,d004,Production
106582,Yinlin,Coney,Senior Engineer,d004,Production
106584,Petter,Heydon,Senior Engineer,d004,Production
106587,Heekeun,Ranka,Engineer,d006,Quality Management
106589,Krister,Weedman,Senior Engineer,d005,Development
106592,Dipayan,Schade,Senior Staff,d009,Customer Service
106606,Yuuichi,Wynblatt,Senior Engineer,d005,Development
106611,Shir,Vecchi,Senior Engineer,d005,Development
106616,Luigi,Braunschweig,Senior Engineer,d004,Production
106630,Vojin,Maliniak,Senior Staff,d007,Sales
106633,Jinxi,Kugler,Senior Engineer,d005,Development
106634,Ingmar,Rettelbach,Senior Staff,d005,Development
106645,Mechthild,Murtagh,Senior Engineer,d004,Production
106648,Khue,Masamoto,Senior Engineer,d005,Development
106667,Stabislas,Anick,Senior Engineer,d004,Production
106670,Uli,Provine,Senior Staff,d003,Human Resources
106678,Vishwani,Oppitz,Senior Staff,d007,Sales
106679,Mahmut,Tasistro,Engineer,d005,Development
106684,Tayeb,Unno,Senior Staff,d004,Production
106690,Shushma,Heyers,Senior Engineer,d004,Production
106703,Gennady,Kuzuoka,Senior Engineer,d006,Quality Management
106721,Shigehiro,Furedi,Engineer,d004,Production
106736,Marla,Raczkowsky,Senior Engineer,d004,Production
106737,Shigeu,Rosay,Engineer,d005,Development
106743,Alselm,Erez,Engineer,d006,Quality Management
106756,Arup,Suessmith,Staff,d002,Finance
106764,Bedrich,Bernardinello,Senior Staff,d002,Finance
106773,Tokuyasu,Simmel,Senior Engineer,d006,Quality Management
106795,Arlette,Binding,Engineer,d004,Production
106797,Aran,Raoux,Senior Engineer,d005,Development
106798,Phillip,Dratva,Senior Engineer,d005,Development
106819,Takahira,Coombs,Senior Staff,d009,Customer Service
106836,Yurii,Ghemri,Senior Staff,d007,Sales
106838,Hatem,Luke,Senior Staff,d007,Sales
106843,Mansur,Miara,Senior Engineer,d004,Production
106845,Urs,Niizuma,Engineer,d006,Quality Management
106868,Roselyn,Tagansky,Senior Engineer,d004,Production
106869,Claudi,Mullainathan,Senior Staff,d003,Human Resources
106877,Temple,Hemaspaandra,Senior Staff,d007,Sales
106897,Susanna,Chaudhury,Senior Staff,d007,Sales
106914,Ayakannu,Zuberek,Senior Staff,d009,Customer Service
106928,Hongzhu,Merks,Senior Engineer,d005,Development
106933,Moni,Rahimi,Senior Staff,d002,Finance
106935,Kazuhiko,Farrow,Senior Staff,d007,Sales
106942,Eckart,Klassen,Senior Staff,d008,Research
106943,Fai,Pintelas,Senior Engineer,d004,Production
106946,Oksana,Luiz,Senior Staff,d007,Sales
106953,Navid,Riesenhuber,Senior Staff,d009,Customer Service
106981,Maren,Vilarrasa,Senior Engineer,d005,Development
106985,Adhemar,Pfau,Senior Engineer,d005,Development
106987,Naftali,Gist,Senior Staff,d003,Human Resources
106994,Becky,Penttonen,Senior Engineer,d004,Production
107000,Bowen,Uchoa,Technique Leader,d004,Production
107018,Temple,Braunmuhl,Senior Engineer,d005,Development
107019,Noritoshi,Majewski,Senior Staff,d007,Sales
107025,Geoff,Sidje,Senior Engineer,d004,Production
107032,Navid,Schlenzig,Senior Staff,d008,Research
107053,Chinho,Macedo,Senior Staff,d007,Sales
107077,Faiza,Dichev,Senior Engineer,d004,Production
107090,Stein,Ferretti,Senior Engineer,d005,Development
107101,Moni,Crabtree,Senior Engineer,d004,Production
107103,Ranga,Schapire,Senior Staff,d002,Finance
107110,Wonhee,Lodder,Engineer,d005,Development
107113,Sushant,VanScheik,Senior Staff,d007,Sales
107118,Jordanka,Skogmar,Senior Staff,d008,Research
107119,Brewster,Ouhyoung,Technique Leader,d004,Production
107131,Lijie,Streng,Technique Leader,d004,Production
107134,Oscar,Rosti,Senior Engineer,d006,Quality Management
107145,Munehiko,Zielinski,Senior Staff,d001,Marketing
107160,Wayne,Christianini,Senior Engineer,d004,Production
107173,Kellie,Luga,Senior Engineer,d004,Production
107205,Kasturi,Granlund,Senior Engineer,d004,Production
107209,Leszek,Zaiane,Senior Staff,d008,Research
107245,Horward,Docker,Senior Staff,d002,Finance
107246,Eran,Naudin,Senior Engineer,d005,Development
107254,Dmitry,Simmen,Senior Engineer,d005,Development
107258,Parviz,Zaumen,Staff,d007,Sales
107262,Feiyu,Butterworth,Engineer,d005,Development
107264,Josyula,Chinin,Senior Engineer,d005,Development
107276,Maja,Badache,Senior Engineer,d004,Production
107285,Valeri,Alameldin,Senior Staff,d009,Customer Service
107290,Reinhard,Jakobus,Senior Engineer,d005,Development
107292,Lokesh,Weiland,Senior Staff,d008,Research
107293,Haldon,Ballarin,Staff,d007,Sales
107307,Eberhardt,Boyle,Senior Staff,d007,Sales
107320,Giordano,Chepyzhov,Senior Engineer,d005,Development
107329,Shigenori,Kavvadias,Senior Staff,d001,Marketing
107330,Navid,Bednarek,Staff,d007,Sales
107332,Dmitry,Emmart,Senior Staff,d009,Customer Service
107340,JiYoung,Peroz,Engineer,d004,Production
107341,Felicidad,Garnick,Senior Staff,d005,Development
107346,Arto,Kobuchi,Senior Staff,d003,Human Resources
107359,Xiong,Lamma,Senior Staff,d007,Sales
107380,Matt,Demos,Senior Staff,d007,Sales
107383,Heon,Pargas,Senior Staff,d007,Sales
107386,Nimmagadda,Uhrig,Engineer,d004,Production
107391,Jaideep,Steinauer,Senior Engineer,d005,Development
107392,Chinho,Panangaden,Senior Engineer,d005,Development
107406,Chanjung,Bernick,Staff,d007,Sales
107409,Junichi,Oskamp,Senior Staff,d009,Customer Service
107413,Val,Markovitch,Engineer,d004,Production
107425,Khaled,Bojadziev,Senior Engineer,d005,Development
107440,Shimshon,Dulli,Senior Engineer,d004,Production
107452,Shridhar,Bharadwaj,Senior Staff,d008,Research
107458,Zengping,Taneja,Senior Engineer,d006,Quality Management
107466,Goo,Champarnaud,Technique Leader,d005,Development
107474,Taiji,Goodrum,Senior Staff,d007,Sales
107488,Moto,Swiler,Engineer,d005,Development
107491,Paris,Dichev,Senior Engineer,d004,Production
107500,Karoline,Masada,Senior Staff,d009,Customer Service
107504,Shao,Hoppenstand,Senior Engineer,d005,Development
107506,Kenroku,Guting,Senior Engineer,d004,Production
107508,Rajmohan,Mapelli,Senior Staff,d007,Sales
107517,Haldon,Nannarelli,Staff,d007,Sales
107531,Marie,Kugler,Senior Engineer,d004,Production
107540,Jaques,Soloway,Senior Staff,d007,Sales
107550,Aris,DasSarma,Senior Engineer,d004,Production
107553,Janche,Nittel,Senior Engineer,d004,Production
107554,Zvonko,Conry,Senior Staff,d007,Sales
107570,Zine,Lueh,Senior Staff,d003,Human Resources
107593,Freyja,Schwaller,Senior Engineer,d006,Quality Management
107597,Vasilis,Schaft,Senior Engineer,d004,Production
107620,Gift,Katiyar,Senior Engineer,d004,Production
107623,Yagil,Kilgour,Senior Engineer,d008,Research
107625,Quingbo,Schwabacher,Assistant Engineer,d005,Development
107669,Shirish,Kermarrec,Senior Engineer,d004,Production
107674,Xuejia,Saoudi,Senior Staff,d002,Finance
107682,Georgi,Leonhardt,Senior Engineer,d008,Research
107684,Uma,Chandrasekhar,Senior Staff,d007,Sales
107693,Kenton,Bharadwaj,Staff,d007,Sales
107695,Babette,Cmelik,Senior Engineer,d005,Development
107712,Sumant,Birjandi,Senior Staff,d007,Sales
107718,Ibibia,Dehkordi,Engineer,d006,Quality Management
107732,Nigel,Encarnacion,Senior Engineer,d005,Development
107744,Arno,Karner,Senior Staff,d001,Marketing
107746,Kish,Barbanera,Staff,d001,Marketing
